0,Emri,EmriTregtar,NrIBiznesit,Sektori,LlojiIbiznesit,Komuna,Popullsia2020,Data,NumriIpunetoreve,%astotalGDP(10 max),%assectorGDP(10 max),UljeApoNgritje
635,Elmi L. Gashi B.I.,PROFIL METAL GASHI,811565326,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",26-10-2020,49,-2.48,-3.21,0
636,ONTE BAR LOUNGE SH.P.K.,ONTE BAR LOUNGE,811506510,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",15-09-2020,15,-2.86,-4.74,0
637,Consulting Marketing Gjk 2021 SH.P.K.,Consulting Marketing Gjk 2021,811550103,Marketing,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",27-10-2020,16,-0.71,-0.72,0
638,N.T.P.T. SENIKU B.I.,ndermarrja tregtare prodhuse transportuse seniku,80206224,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Malisheve,"62,738",15-09-2020,10,-0.02,-0.05,0
639,MINIMAX HOTEL SH.P.K.,MINIMAX HOTEL SHPK,811357038,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,18,-2.32,-3.15,0
640,RESTAURANT PIZZERIA ELEGANCA SH.P.K.,RESTAURANT PIZZERIA ELEGANCA,811559668,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Lipjan,"57,707",15-09-2020,32,-2.45,-4.74,0
641,Dodona Salihu B.I.,///,810123737,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",27-10-2020,38,-2.59,-3.21,0
642,Football Club Arberia L.L.C.,FC Arberia,811445122,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Lipjan,"57,707",15-09-2020,6,-5.43,-4.1,0
643,PRODUKSIONI ANGLUNIPE NET B.I.,"N.SH. PRODUKSIONI "" ANGLUNIPE NET """,70653672,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",23-10-2020,25,1.21,1.3,0
644,LGL COM SH.P.K.,LGL Com,811450460,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",22-10-2020,60,5.72,6.53,0
645,RIKI PRINT SH.P.K.,///,811498410,Marketing,Shoqeri me pergjegjesi te kufizuara,Viti,"47,681",15-09-2020,16,-0.78,-0.72,0
646,NL SWISS SH.P.K.,///,811430678,Tekstil,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",23-10-2020,5,-2.02,-2.14,0
647,TEUTA ERGISI SH.P.K.,///,811374644,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",27-10-2020,54,-1.92,-1.03,0
648,Donjete Sadiku B.I.,///,811559973,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Viti,"47,681",26-10-2020,10,-2.61,-1.74,0
649,Corner Burger SH.P.K.,///,811496951,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Rahovec,"59,308",27-10-2020,15,-3.42,-4.74,0
650,Mentor Gjyrevci B.I.,Qebaptore ERJONI,811563966,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",15-09-2020,20,-2.06,-4.74,0
651,MEFA FIX SH.P.K.,MEFA FIX,811427310,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Lipjan,"60,859",10/4/2020,31,6.92,6.53,0
652,Lavderim Bullatovci B.I.,PRONA INVEST,811483164,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",23-10-2020,9,-0.67,-0.9,0
653,Zeqirja Bunjaku B.I.,///,811553115,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",28-10-2020,12,-1.91,-2.12,0
654,Ura Digjitale SH.P.K.,///,811559147,Marketing,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",27-10-2020,12,-0.73,-0.72,0
655,LINA REAL ESTATE SH.P.K.,LINA REAL ESTATE,811462126,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,4,-0.95,-0.9,0
656,KOMPANIA KORREKTE OFFICE SH.P.K.,///,811504077,Marketing,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",10/4/2020,19,-0.7,-0.72,0
657,UNDERLINE STUDIO L.L.C.,UNDERLINE STUDIO,811559197,Marketing,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,12,-0.73,-0.72,0
658,Jeton D. Beqiri B.I.,AQUA,811408948,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",26-10-2020,50,-0.98,-1.03,0
659,ccmanagment SH.P.K.,///,811508764,Marketing,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",28-10-2020,16,-0.72,-0.72,0
660,THANA DISTRIBUTION L.L.C.,THANA DISTRIBUTION,811428368,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,65,-0.78,-1.03,0
661,NUOVO Limited L.L.C.,NUOVO Limited,811494955,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,5,-1.21,-0.9,0
662,CORNER CAFFE 01 SH.P.K.,CORNER CAFFE 01,811562215,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",27-10-2020,32,-4.62,-4.74,0
663,Olti dhe Joni SH.P.K.,///,811551242,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",27-10-2020,5,3.1,2.78,0
664,Ulysses Media Group SH.P.K.,///,810108648,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",15-09-2020,12,1.32,1.3,0
665,Rahmije Gashi B.I.,HOTEL FJORR,811472521,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",23-10-2020,18,-4.54,-3.15,0
666,Agjensioni Turistik Royal Travel SH.P.K.,"Agjensioni Turistik "" Royal Travel """,811406132,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",15-09-2020,18,-2.12,-2.12,0
667,Sherif Qevani B.I.,"D.P.Z. '' Arbisona SH """,811117094,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",30-10-2020,10,-0.07,-0.05,0
668,GRID GROUP SH.P.K.,GRID GROUP,811442920,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,31,5.77,6.53,0
669,ALBI & LUMI SH.P.K.,LUMI NTP,811562413,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Shtime,"27,425",26-10-2020,42,6.32,6.53,0
670,KOSOVO AIR SERVICE SH.P.K.,///,811183342,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",23-10-2020,22,-3.72,-3.95,0
671,UNOTOP - Perfaqesia Ne Kosove Dega ne Kosove,///,811233098,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Kacanik,"34,396",27-10-2020,30,-3.72,-3.95,0
672,Ilir Sadrija B.I.,///,811463752,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,7,-0.67,-0.9,0
673,EDI SH.P.K.,///,810052522,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",26-10-2020,11,-0.4,-0.05,0
674,Mali Lounge SH.P.K.,///,811555898,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,25,-5.74,-4.74,0
675,ITE Engineering SHPK Dega ne Kosove,///,811411785,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,36,-0.78,-1.03,0
676,Luxury Agency L.L.C.,Luxury Agency VM,811481051,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,9,-0.8,-0.9,0
677,Ordinanca Gjinekologjike Dr BESIMI SH.P.K.,///,811565558,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,12,5.64,6.28,0
678,NACIONAL - KS O.P.,///,810937740,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,17,1.43,1.3,0
679,TOKYO L.L.C.,TOKYO,811495185,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,10,-9.25,-4.74,0
680,Visar Avdaj B.I.,GONI TOURS,811507568,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",15-09-2020,20,-1.91,-2.12,0
681,Art Tours SH.P.K.,Art Tours,811458175,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Malisheve,"62,738",28-10-2020,18,-2.09,-2.12,0
682,EEA9 MANAGEMENT L.L.C.,EEA9 MENAGMENT,811428665,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",27-10-2020,12,-5.34,-4.1,0
683,EURO BALKAN NEWS L.L.C.,EURO BALKAN NEWS,811354472,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,12,0.86,1.3,0
684,Fisnik Kondirolli B.I.,///,811501180,Marketing,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",22-10-2020,12,-0.7,-0.72,0
685,FIGHT CLUB 07 SH.P.K.,FIGHT CLUB 07,811395327,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",30-10-2020,6,-5.34,-3.5,0
686,IT Solution Kosovo SH.P.K.,IT Solution Kosovo,811511113,Marketing,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",23-10-2020,12,-0.72,-0.72,0
687,Iliri Gr SH.P.K.,///,811554981,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,48,-3.31,-3.21,0
688,Alba Live SH.P.K.,///,810517360,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",10/4/2020,3,5.4,5.8,0
689,Lumbardh Hodaj B.I.,Fast Food Bardhi,811512591,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,8,-1.01,-1.74,0
690,DEJA VU SH.P.K.,///,811254820,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",28-10-2020,14,-3.54,-3.15,0
691,Fizioterapia BIOMEKANIKA SH.P.K.,Fizioterapia BIOMEKANIKA,811556721,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,12,6.11,6.28,0
692,Ismet Sejdiu B.I.,AUTO TAXI Ismet Sejdiu,811565425,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",10/4/2020,13,-1.91,-2.12,0
693,ROLL L.L.C.,ROLL,811491555,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",30-10-2020,3,-5.43,-4.1,0
694,YLLI 666 SH.P.K.,YLLI 666,811503996,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",27-10-2020,14,-3.54,-3.15,0
695,SLEEP INN PRISHTINA SH.P.K.,///,811279985,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,7,-3.54,-3.15,0
696,Mulliri Alia Comerc SH.P.K.,///,811508722,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",27-10-2020,10,-0.78,-0.05,0
697,OMEGA CLINIC SH.P.K.,OMEGA CLINIC,811335240,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,5,-3.04,-2.98,0
698,Nderim A. Rexhepi B.I.,ASEK,811462316,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,6,-5.34,-4.1,0
699,Asttra Pharm L.L.C.,Asttra Pharm,811431452,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,5,-3.04,-2.98,0
700,VEGAN SH.P.K.,///,811488651,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,9,3.92,2.78,0
701,ERT Consultancy L.L.C.,///,811490135,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Gllogoc,"60,970",23-10-2020,27,6.64,6.28,0
702,TRUST Real Estate SH.P.K.,///,811509184,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",26-10-2020,9,-0.8,-0.9,0
703,Sami Hajdari B.I.,"N.T.P. "" Mullisi -S """,810784191,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Podujeve,"82,793",23-10-2020,12,-0.05,-0.05,0
704,Samir Emini B.I.,U.P. ''MIMOZA'',811542895,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",26-10-2020,49,-3.04,-3.21,0
705,Q M Q SH.P.K.,Q M Q,811392084,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",26-10-2020,65,-0.98,-1.03,0
706,Imperium Medical Clinic L.L.C.,Imperium Medical Clinic,811563859,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,31,7.8,6.28,0
707,NUNO LOUNGE L.L.C.,NUNO LOUNGE,811507633,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,5,3.92,2.78,0
708,ALMEDICA SH.P.K.,ALMEDICA,811460641,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,5,-2.56,-2.98,0
709,FIKSNEWS SH.P.K.,///,811279993,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,24,1.21,1.3,0
710,Egzona Qerimi B.I.,VILLA PLUS,811323427,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Shtime,"27,425",27-10-2020,18,-4.32,-3.15,0
711,Minavere Fazliu B.I.,TONI,811276072,Tekstil,Shoqeri me pergjegjesi te kufizuara,Shtime,"27,425",27-10-2020,4,-2.26,-2.14,0
712,Mehmet Sfishta B.I.,///,811468249,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",15-09-2020,33,-4.21,-3.21,0
713,SELECT SPORTS MANAGEMENT L.L.C.,///,810186553,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,5,-5.2,-4.1,0
714,Besnik Bi. Rexhaj B.I.,Baseline,811509861,Marketing,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",23-10-2020,16,-0.78,-0.72,0
715,S Heimeli SH.P.K.,///,811377408,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,7,-4.54,-3.15,0
716,Balkan Medical L.L.C.,///,811120873,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Zubin Potok,"6,642",10/4/2020,5,5.3,5.8,0
717,Astrit Qarku B.I.,Qarku Metal,811556812,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Drenas,"61,801",23-10-2020,21,-4.12,-3.21,0
718,NESI RD GROUP SH.P.K.,NESI RD GROUP,811561291,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",15-09-2020,20,-5.82,-4.74,0
719,Ganimete Berjani B.I.,ALMANI TEX,811316258,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",27-10-2020,41,-3.31,-3.21,0
720,Sami R. Ahmeti B.I.,"N.H.T. "" SIRIUS ""-B",811354307,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,14,-3.32,-3.15,0
721,N.P.T.SH. SINORG-PHARMACEUTICALS B.I.,Ndermarrja prodhuese tregtare dhe sherbyese SINORG -PHARMACEUTICALS Exp-imp Rahovec,80113358,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Rahovec,"59,308",27-10-2020,5,5.4,5.8,0
722,Fitore Ahmeti B.I.,///,811554238,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",23-10-2020,5,3.1,2.78,0
723,ELITE FC SH.P.K.,ELITE FC,811420249,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,4,-5.34,-4.1,0
724,MIKRO DENT SH.P.K.,MIKRO DENT,811552084,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,27,5.64,6.28,0
725,Sergio PT L.L.C.,///,811481241,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",27-10-2020,9,-5.29,-3.5,0
726,BERATI SH.P.K.,///,810159419,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",15-09-2020,6,-5.2,-4.1,0
727,Lakeside AG SH.P.K.,Lakeside AG,811284603,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",15-09-2020,7,-2.32,-3.15,0
728,FC DRITA SH.P.K.,///,811186974,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,8,-5.43,-4.1,0
729,Orthomelekular Medicine SH.P.K.,///,811354901,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,8,-3.04,-2.98,0
730,Optika You and Eye SH.P.K.,///,811472589,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",22-10-2020,25,5.5,6.28,0
731,Lulzim B. Kabashi B.I.,///,810117889,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",30-10-2020,26,-2.48,-3.21,0
732,Sevdije Agushi B.I.,"D.P.Z. "" LOA - S GIFT SHOP """,811212480,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",27-10-2020,56,-2.59,-3.21,0
733,Ermir Ademi B.I.,DRESSCODE,811488099,Tekstil,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",10/4/2020,5,-2.05,-2.14,0
734,ADRESA SH.P.K.,ADRESA,811553496,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,7,-0.8,-0.9,0
735,PUFLA SH.P.K.,PUFLA,811444273,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",15-09-2020,56,-2.59,-3.21,0
736,DIELLI NH SH.P.K.,///,811511329,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",28-10-2020,16,-1.93,-1.74,0
737,DragiÅ¡a NeÅ¡iÄ I.B.,AUTO TAXI PEPSI,811554543,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",23-10-2020,15,-2.12,-2.12,0
738,Burim E. Murseli B.I.,MURSELI REAL ESTATE AGENCY,811505471,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,9,-1.21,-0.9,0
739,Star Sweet L.L.C.,Star Sweet,811487348,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",10/4/2020,10,2.89,2.78,0
740,ERTI WATER SH.P.K.,ERTI WATER SHPK,811375486,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,36,-1.62,-1.03,0
741,Fatlum Ibrahimi B.I.,Restaurant Begi Natyral,811549065,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",15-09-2020,20,-3.96,-4.74,0
742,Mehreme Krasniqi B.I.,"D.P.Z. "" Fati """,811244970,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",15-09-2020,49,-2.48,-3.21,0
743,KEMMA SH.P.K.,///,811429217,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Hani i Elezit,"9,985",15-09-2020,31,5.77,6.53,0
744,PORTAL INFORMATIV ORA INFO O.P.,///,810922204,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",10/4/2020,12,0.95,1.3,0
745,Besarta Veseli B.I.,Red Wall,811505489,Marketing,Shoqeri me pergjegjesi te kufizuara,Viti,"49,085",28-10-2020,16,-0.73,-0.72,0
746,VALBONA AIR SH.P.K.,///,811181552,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",28-10-2020,15,-4.02,-3.95,0
747,FLOMED SH.P.K.,///,811342930,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,10,-2.04,-2.98,0
748,Star Hill SH.P.K.,///,811312157,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,15,-4.54,-3.15,0
749,Islam Ramaj,Kompani E Sigurimit Alpha Private Security SH.P.K.,810505331,Sigurime,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",20-10-2020,10,-0.01,-0.02,0
750,FRESA SH.P.K.,///,810062878,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,20,-0.07,-0.05,0
751,Musa Sabedini B.I.,"Agjencia Rajonale e Lajmeve "" RAJONI PRESS """,811202332,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",23-10-2020,26,1.21.,1.3,0
752,Zabeli Group SH.P.K.,Zabeli Group,811469718,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",26-10-2020,9,-0.85,-0.9,0
753,My Clinic SH.P.K.,My Clinic,811464354,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",23-10-2020,25,5.5,6.28,0
754,Shqipe S. Gashi B.I.,URA,811499252,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,10,-0.8,-0.9,0
755,Zyhra Idrizi B.I.,Mima s Food,811513698,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,10,-1.98,-4.74,0
756,Black Fox Real Estate SH.P.K.,Black Fox Real Estate,811551177,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,7,-0.85,-0.9,0
757,INTER DISTRIBUTION SH.P.K.,///,810186199,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",22-10-2020,20,-0.05,-0.05,0
758,Agjencia Informative Presheva Jone B.I.,"N.SH. Agjencia Informative "" Presheva Jone """,70957116,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,12,1.43,1.3,0
759,Ermir Gegaj B.I.,Restaurant Iliria De Luxe,811504233,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",30-10-2020,32,-4.89,-4.74,0
760,E DENTAL SH.P.K.,E DENTAL,811470864,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",27-10-2020,5,-3.04,-2.98,0
761,LIGA PIT POWER SH.P.K.,///,811050575,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,8,-5.2,-4.1,0
762,GLOBAL HOTEL INVESTMENTS GHI Branch in Kosovo,///,811311274,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,15,-3.32,-3.15,0
763,GENCI TRAVEL SH.P.K.,///,811500231,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Istog,"40,728",27-10-2020,18,-2.12,-2.12,0
764,Adem X. Zeqiri B.I.,"N.P.P. ,, Mulliri Elektrik Kosova""",810640418,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,11,-0.78,-0.05,0
765,EK-SPORT SH.P.K.,///,810132811,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,5,-4.32,-4.1,0
766,F & J Architects SH.P.K.,F & J Architect's,811510743,Marketing,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",27-10-2020,16,-0.72,-0.72,0
767,FOOTBALL CLUB DARDANA SH.P.K.,FC DARDANA,811558438,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Kamenice,"36,155",30-10-2020,8,-5.32,-4.1,0
768,Mitrovica Sot Media SH.P.K.,///,811454181,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",30-10-2020,16,1.43,1.3,0
769,Grind House SH.P.K.,Grind House,811558157,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,23,-2.92,-4.74,0
770,GAMA PHARM SH.P.K.,///,811048132,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",30-10-2020,3,5.4,5.8,0
771,"Pozavarovalnica,,sava re"" d.d.",KOMPANIA E SIGURIMEVE ILLYRIA SH.A.,810483769,Sigurime,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,6,-0.1,-0.02,0
772,POLIKLINIKA DR VOKRRI SH.P.K.,///,811504548,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,12,6.64,6.28,0
773,My Clinic SH.P.K.,My Clinic,811464354,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",15-09-2020,5,-2.04,-2.98,0
774,Z MARKETING KS SH.P.K.,Z MARKETING KS,811514068,Marketing,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,16,-0.74,-0.72,0
775,Pixon L.L.C.,Pixon,811557084,Marketing,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",10/4/2020,16,-0.7,-0.72,0
776,Klubi i Futbollit ONIX SH.P.K.,Klubi i Futbollit ONIX,811552977,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Istog,"40,728",26-10-2020,6,-4.32,-4.1,0
777,BA & NE SH.P.K.,///,811286328,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",26-10-2020,7,-4.32,-3.15,0
778,Adile Podvorica B.I.,PRUNUS LAND,811482299,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Lipjan,"60,859",15-09-2020,6,-2.04,-2.98,0
779,POLIKLINIKA SHOSHI SH.P.K.,POLIKLINIKA SHOSHI,811323063,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",22-10-2020,5,-3.04,-2.98,0
780,Alban I. Hajdari B.I.,ALBCAT WME,811549297,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,21,-4.21,-3.21,0
781,Enis Haliti B.I.,Milimetri Marketing,811548637,Marketing,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",27-10-2020,16,-0.71,-0.72,0
